,X,ID,C1_B1,C1_B2,C1_B5,C1_B10,C1_B11,C1_B12,C1_B13,C1_B14,C1_B15,C1_B16,C1_B17,C1_B18,C1_B19,C1_B20,C1_B21,C1_B22,C1_B23,C1_B24,C1_B25,C2_B1,C2_B2,C2_B5,C2_B10,C2_B11,C2_B12,C2_B13,C2_B14,C2_B15,C2_B16,C2_B17,C2_B18,C2_B19,C2_B20,C2_B21,C2_B22,C2_B23,C2_B24,C2_B25,C3_B1,C3_B2,C3_B5,C3_B10,C3_B11,C3_B12,C3_B13,C3_B14,C3_B15,C3_B16,C3_B17,C3_B18,C3_B19,C3_B20,C3_B21,C3_B22,C3_B23,C3_B24,C3_B25,C1_AG1,C1_AG2,C1_AG3,C1_AG4,C2_AG1,C2_AG2,C2_AG3,C2_AG4,C3_AG1,C3_AG2,C3_AG3,C3_AG4,FSM,C1_SConcern1,C1_SConcern2,C1_SConcern3,C1_SConcern4,C1_SConcern5,C1_SConcern6,C1_SConcern7,C1_SConcern8,C1_SConcern9,C1_SConcern10,C1_SConcern11,C1_SConcern12,C1_SConcern13,C1_SConcern14,C1_SConcern15,C1_SConcern16,C1_SConcern17,C1_SConcern18,C1_SConcern19,C1_SConcern20,C2_SConcern1,C2_SConcern2,C2_SConcern3,C2_SConcern4,C2_SConcern5,C2_SConcern6,C2_SConcern7,C2_SConcern8,C2_SConcern9,C2_SConcern10,C2_SConcern11,C2_SConcern12,C2_SConcern13,C2_SConcern14,C2_SConcern15,C2_SConcern16,C2_SConcern17,C2_SConcern18,C2_SConcern19,C2_SConcern20,C3_SConcern1,C3_SConcern2,C3_SConcern3,C3_SConcern4,C3_SConcern5,C3_SConcern6,C3_SConcern7,C3_SConcern8,C3_SConcern9,C3_SConcern10,C3_SConcern11,C3_SConcern12,C3_SConcern13,C3_SConcern14,C3_SConcern15,C3_SConcern16,C3_SConcern17,C3_SConcern18,C3_SConcern19,C3_SConcern20,C2_SL1,C2_SL2,C2_SL3,C2_SL4,C2_SL5,C3_SL1,C3_SL2,C3_SL3,C3_SL4,C3_SL5,C1_LT1,C1_LT2,C1_LT3,C1_LT4,C1_LT5,C1_LT6,C1_LT7,C1_LT8,C1_LT9,C1_LT10,C2_LT1,C2_LT2,C2_LT3,C2_LT4,C2_LT5,C2_LT6,C2_LT7,C2_LT8,C2_LT9,C2_LT10,C3_LT1,C3_LT2,C3_LT3,C3_LT4,C3_LT5,C3_LT6,C3_LT7,C3_LT8,C3_LT9,C3_LT10,C1_L1,C1_L2,C1_L3,C1_L4,C1_L5,C1_L6,C1_L7,C1_L8,C1_L9,C1_L10,C1_L11,C1_L12,C1_L13,C1_L14,C1_L15,C2_L1,C2_L2,C2_L6,C2_L7,C2_L11,C2_L14,C2_L15,C3_L1,C3_L2,C3_L6,C3_L7,C3_L11,C3_L14,C3_L15,KS2MathstestNUM,KS2EnglishtestNUM,KS2EnglishTANUM,KS2EngComb
2225,2225,10152,Certainly true,Certainly true,Not true,Sort of true,Certainly true,Not true,Sort of true,Certainly true,Sort of true,Certainly true,Certainly true,Certainly true,Not true,Sort of true,Certainly true,Not true,Not true,Not true,Certainly true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Certainly true,Sort of true,Sort of true,Sort of true,Certainly true,Sort of true,Not true,Certainly true,Sort of true,Not true,Certainly true,Not true,Not true,Not true,Sort of true,Not true,Not true,Not true,Sort of true,Often,Sometimes,Always,Always,Sometimes,Sometimes,Always,Always,Often,Often,Often,Sometimes,No,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,6,Not at all worried,Not at all worried,I get extremely worried about it,2,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,I get extremely worried about it,Not at all worried,Not at all worried,Not at all worried,3,Not at all worried,4,3,5,Not at all worried,I get extremely worried about it,I get extremely worried about it,8,7,Not at all worried,3,2,Not at all worried,Not at all worried,Not at all worried,5,Not at all worried,Not at all worried,6,5,Not at all worried,2,6,3,Not at all worried,2,Not at all worried,Not at all worried,2,yes,no,NO!!,yes,NO!!,yes,no,NO!!,no,NO!!,No,No,No,Yes,No,YES!!,Yes,No,Yes,NO!!,Yes,Yes,Yes,No,Yes,Yes,YES!!,No,Yes,Yes,yes,no,yes,no,yes,yes,yes,yes,no,yes,Always true,Not true at all,True most of the time,Not true at all,Always true,Not true at all,Always true,Not true at all,Not true at all,True most of the time,Not true at all,Not true at all,Not true at all,Not true at all,Always true,True most of the time,Not true at all,Not true at all,Always true,Not true at all,Not true at all,Always true,True most of the time,Not true at all,Not true at all,True most of the time,Not true at all,Not true at all,True most of the time,4,4,NA,4
2226,2226,10153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Certainly true,Sort of true,Not true,Sort of true,Certainly true,Not true,Not true,Certainly true,Not true,Not true,Certainly true,Not true,Not true,Sort of true,Sort of true,Not true,Not true,Not true,Sort of true,Certainly true,Sort of true,Sort of true,Sort of true,Certainly true,Not true,Sort of true,Certainly true,Sort of true,Not true,Certainly true,Not true,Not true,Sort of true,Sort of true,Not true,Not true,Not true,Sort of true,NA,NA,NA,NA,Sometimes,Sometimes,Often,Often,Sometimes,Often,Always,Sometimes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,Not at all worried,Not at all worried,2,Not at all worried,3,Not at all worried,7,Not at all worried,3,7,Not at all worried,3,Not at all worried,2,Not at all worried,Not at all worried,3,2,3,3,Not at all worried,Not at all worried,2,Not at all worried,5,2,Not at all worried,Not at all worried,5,5,Not at all worried,Not at all worried,Not at all worried,2,Not at all worried,2,3,Not at all worried,yes,NO!!,no,YES!!,NO!!,yes,no,yes,no,NO!!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,no,yes,yes,no,yes,yes,yes,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Always true,Not true at all,Not true at all,Not true at all,Hardly ever true,True most of the time,Always true,True most of the time,Sometimes true,Not true at all,Always true,Hardly ever true,Not true at all,True most of the time,5,5,NA,5
2227,2227,10154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2228,2228,10155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Certainly true,Not true,Not true,Not true,Certainly true,Not true,Not true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Often,Often,Always,Sometimes,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,Not at all worried,3,2,4,2,Not at all worried,3,2,Not at all worried,3,Not at all worried,2,2,4,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES!!,NO!!,NO!!,YES!!,NO!!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NO!!,Yes,NO!!,YES!!,No,YES!!,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes true,Hardly ever true,Hardly ever true,True most of the time,Hardly ever true,Not true at all,True most of the time,NA,NA,NA,NA,NA,NA,NA,4,5,NA,5
2229,2229,10156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sort of true,Sort of true,Sort of true,Certainly true,Not true,Not true,Sort of true,Sort of true,Sort of true,Sort of true,Sort of true,Not true,Not true,Sort of true,Sort of true,Not true,Not true,Not true,Sort of true,Sort of true,Sort of true,Not true,Sort of true,Certainly true,Not true,Not true,Sort of true,Sort of true,Sort of true,Sort of true,Not true,Not true,Not true,Not true,Not true,Not true,Not true,Sort of true,NA,NA,NA,NA,Sometimes,Often,Often,Sometimes,Seldom,Seldom,Sometimes,Sometimes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,4,4,4,5,2,2,2,4,3,4,2,5,3,2,4,7,4,4,6,3,4,5,3,4,3,4,3,4,3,3,3,5,3,4,4,6,3,yes,no,no,yes,NO!!,yes,no,yes,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,Yes,No,YES!!,NA,Yes,No,Yes,Yes,no,yes,yes,no,yes,yes,yes,yes,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,True most of the time,Hardly ever true,Not true at all,True most of the time,Hardly ever true,Not true at all,True most of the time,Sometimes true,Hardly ever true,Not true at all,True most of the time,Hardly ever true,Hardly ever true,Sometimes true,5,5,NA,5
2230,2230,10157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Certainly true,Sort of true,Not true,Not true,Certainly true,Not true,Not true,Not true,Sort of true,Not true,Certainly true,Not true,Not true,Sort of true,Certainly true,Not true,Not true,Not true,Not true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes,Often,Always,Often,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not at all worried,6,Not at all worried,Not at all worried,2,Not at all worried,5,Not at all worried,Not at all worried,2,5,2,5,5,3,Not at all worried,7,5,Not at all worried,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES!!,NO!!,no,NO!!,NO!!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,Yes,No,YES!!,No,Yes,NO!!,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes true,Not true at all,Not true at all,Always true,Hardly ever true,Not true at all,Always true,NA,NA,NA,NA,NA,NA,NA,5,5,NA,5
2231,2231,10158,Certainly true,Sort of true,Certainly true,Sort of true,Certainly true,Not true,Not true,Certainly true,Sort of true,Sort of true,Certainly true,Sort of true,Sort of true,Sort of true,Not true,Not true,Not true,Not true,Sort of true,Certainly true,Sort of true,Sort of true,Certainly true,Certainly true,Not true,Sort of true,Certainly true,Certainly true,Sort of true,Certainly true,Sort of true,Sort of true,Sort of true,Sort of true,Not true,Certainly true,Sort of true,Certainly true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes,Always,Always,NA,Sometimes,Often,Always,Always,NA,NA,NA,NA,No,7,5,Not at all worried,3,4,Not at all worried,4,Not at all worried,5,2,4,Not at all worried,7,Not at all worried,6,Not at all worried,7,8,7,3,6,Not at all worried,Not at all worried,2,8,Not at all worried,5,Not at all worried,2,Not at all worried,2,Not at all worried,4,2,Not at all worried,2,Not at all worried,3,7,Not at all worried,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES!!,NO!!,no,YES!!,NO!!,NA,NA,NA,NA,NA,NA,No,NA,No,Yes,Yes,Yes,Yes,NA,No,Yes,No,Yes,NO!!,YES!!,Yes,Yes,No,Yes,YES!!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,True most of the time,Not true at all,True most of the time,Hardly ever true,Always true,Not true at all,True most of the time,Hardly ever true,Not true at all,True most of the time,Not true at all,Not true at all,Sometimes true,Not true at all,True most of the time,True most of the time,Hardly ever true,Hardly ever true,Always true,Sometimes true,Not true at all,True most of the time,NA,NA,NA,NA,NA,NA,NA,5,5,NA,5
2232,2232,10159,Sort of true,Sort of true,Certainly true,Sort of true,Certainly true,Sort of true,Not true,Sort of true,Sort of true,Not true,Sort of true,Certainly true,Not true,Sort of true,Not true,Not true,Not true,Not true,Not true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seldom,Often,Never,Never,NA,NA,NA,NA,NA,NA,NA,NA,No,2,Not at all worried,3,4,Not at all worried,Not at all worried,4,5,Not at all worried,5,9,9,4,5,Not at all worried,Not at all worried,I get extremely worried about it,3,I get extremely worried about it,Not at all worried,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO!!,Yes,No,YES!!,No,YES!!,Yes,YES!!,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Always true,Hardly ever true,Sometimes true,Not true at all,Always true,Not true at all,Not true at all,Not true at all,Not true at all,Always true,Not true at all,Not true at all,Not true at all,Not true at all,True most of the time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,4
2233,2233,10160,Certainly true,Not true,Certainly true,Not true,Certainly true,Not true,Sort of true,Sort of true,Not true,Sort of true,Certainly true,Not true,Sort of true,Certainly true,Sort of true,Not true,Sort of true,Certainly true,Sort of true,Certainly true,Sort of true,Certainly true,Sort of true,Certainly true,Sort of true,Certainly true,Sort of true,Certainly true,Certainly true,Certainly true,Not true,Sort of true,Certainly true,Sort of true,Not true,Certainly true,Certainly true,Sort of true,Certainly true,Sort of true,Sort of true,Sort of true,Certainly true,Not true,Sort of true,Sort of true,Sort of true,Certainly true,Certainly true,Not true,Not true,Certainly true,Sort of true,Not true,Sort of true,Certainly true,Sort of true,Always,Sometimes,Sometimes,Sometimes,Sometimes,Often,Always,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Yes,3,7,5,Not at all worried,7,Not at all worried,Not at all worried,4,Not at all worried,7,6,4,5,5,2,Not at all worried,9,Not at all worried,3,9,4,9,5,5,9,6,I get extremely worried about it,4,5,5,9,4,Not at all worried,5,I get extremely worried about it,4,9,5,I get extremely worried about it,I get extremely worried about it,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,yes,no,yes,yes,yes,yes,yes,Yes,Yes,No,No,YES!!,NO!!,YES!!,NO!!,YES!!,YES!!,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,Sometimes true,Hardly ever true,Sometimes true,Not true at all,Always true,Not true at all,Always true,Sometimes true,Sometimes true,Always true,Sometimes true,Not true at all,Sometimes true,Sometimes true,True most of the time,Sometimes true,Not true at all,Not true at all,Always true,Sometimes true,Not true at all,Sometimes true,Sometimes true,Hardly ever true,Hardly ever true,Always true,Sometimes true,Hardly ever true,True most of the time,3,4,NA,4
2234,2234,10161,Sort of true,Certainly true,Not true,Not true,Certainly true,Not true,Not true,Sort of true,Certainly true,Certainly true,Certainly true,Not true,Not true,Sort of true,Sort of true,Not true,Sort of true,Not true,Certainly true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sort of true,Not true,Not true,Not true,Certainly true,Not true,Not true,Sort of true,Not true,Sort of true,Sort of true,Not true,Not true,Sort of true,Sort of true,Not true,Sort of true,Not true,Certainly true,Sometimes,Often,Often,Often,Sometimes,Often,Often,Sometimes,Seldom,Seldom,Seldom,Sometimes,No,8,9,7,8,9,Not at all worried,8,8,Not at all worried,8,Not at all worried,Not at all worried,Not at all worried,5,Not at all worried,5,2,Not at all worried,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,2,Not at all worried,Not at all worried,7,4,Not at all worried,3,4,3,2,6,Not at all worried,5,2,Not at all worried,2,9,4,yes,NO!!,no,yes,no,yes,no,no,yes,no,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,YES!!,Yes,No,Yes,No,Yes,Yes,Yes,Yes,YES!!,YES!!,yes,no,no,NO!!,YES!!,no,yes,yes,YES!!,YES!!,True most of the time,Not true at all,True most of the time,Hardly ever true,True most of the time,Not true at all,True most of the time,Hardly ever true,Not true at all,True most of the time,Hardly ever true,Hardly ever true,Hardly ever true,Not true at all,True most of the time,Sometimes true,Sometimes true,Not true at all,Sometimes true,Not true at all,Not true at all,True most of the time,True most of the time,Sometimes true,Hardly ever true,True most of the time,Not true at all,Not true at all,Sometimes true,4,4,NA,4
2235,2235,10162,Certainly true,Certainly true,Sort of true,Certainly true,Certainly true,Not true,Not true,Certainly true,Certainly true,Sort of true,Certainly true,Not true,Certainly true,Sort of true,Sort of true,Not true,Not true,Sort of true,Sort of true,Sort of true,Sort of true,Sort of true,Not true,Certainly true,Not true,Not true,Sort of true,Sort of true,Sort of true,Sort of true,Not true,Not true,Sort of true,Sort of true,Not true,Sort of true,NA,NA,Certainly true,Sort of true,Not true,Sort of true,Certainly true,Not true,Not true,Sort of true,Sort of true,Sort of true,Certainly true,Not true,Sort of true,Sort of true,Sort of true,Not true,Not true,Not true,Sort of true,Never,Seldom,Always,Sometimes,Sometimes,Often,Often,Sometimes,Never,Seldom,Sometimes,Sometimes,No,2,9,5,4,I get extremely worried about it,Not at all worried,5,Not at all worried,Not at all worried,9,6,2,3,5,7,I get extremely worried about it,I get extremely worried about it,6,2,9,Not at all worried,9,4,Not at all worried,Not at all worried,5,7,Not at all worried,Not at all worried,Not at all worried,8,Not at all worried,Not at all worried,Not at all worried,6,Not at all worried,Not at all worried,2,4,Not at all worried,2,4,6,Not at all worried,4,Not at all worried,5,Not at all worried,Not at all worried,2,5,2,3,4,3,3,Not at all worried,3,2,Not at all worried,YES!!,no,no,yes,NA,yes,no,no,YES!!,NO!!,Yes,NO!!,Yes,NO!!,YES!!,NO!!,No,No,No,NO!!,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,yes,no,yes,no,yes,yes,yes,no,yes,no,Sometimes true,Not true at all,Always true,Sometimes true,Always true,Not true at all,Always true,Not true at all,Not true at all,Always true,Not true at all,Not true at all,Sometimes true,Not true at all,Always true,True most of the time,Not true at all,Not true at all,Always true,Not true at all,Not true at all,True most of the time,Sometimes true,Always true,Not true at all,Always true,NA,NA,NA,3,3,NA,3
2236,2236,10163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2237,2237,10164,Certainly true,Sort of true,Sort of true,Not true,Certainly true,Sort of true,Not true,Certainly true,Not true,Not true,Certainly true,Sort of true,Not true,Sort of true,Sort of true,Not true,Not true,Sort of true,Sort of true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sort of true,Not true,Not true,Not true,Certainly true,Not true,Not true,Sort of true,Not true,Not true,Certainly true,Not true,Not true,Sort of true,Certainly true,Not true,Not true,Sort of true,Certainly true,Seldom,Sometimes,Often,Sometimes,Sometimes,Often,Often,Seldom,Sometimes,Often,Often,Sometimes,No,5,5,3,4,3,6,7,Not at all worried,Not at all worried,5,5,Not at all worried,6,2,4,3,5,4,7,7,5,7,4,4,7,8,8,Not at all worried,Not at all worried,7,7,Not at all worried,5,7,6,3,8,7,7,9,3,5,3,3,Not at all worried,4,4,2,Not at all worried,3,6,Not at all worried,4,3,5,2,3,2,4,5,YES!!,NO!!,no,yes,NO!!,YES!!,NO!!,no,YES!!,NO!!,YES!!,No,Yes,NO!!,Yes,Yes,YES!!,NO!!,Yes,YES!!,Yes,YES!!,Yes,No,YES!!,Yes,YES!!,NO!!,Yes,Yes,yes,yes,yes,NO!!,yes,yes,yes,NO!!,yes,YES!!,True most of the time,Not true at all,Sometimes true,Not true at all,Always true,Not true at all,Always true,Not true at all,Not true at all,Sometimes true,Not true at all,Not true at all,Not true at all,Not true at all,True most of the time,Sometimes true,Not true at all,Not true at all,Always true,Not true at all,Not true at all,True most of the time,Sometimes true,Not true at all,Not true at all,Always true,Not true at all,Not true at all,True most of the time,4,4,NA,4
2238,2238,10165,Not true,Not true,Certainly true,Sort of true,Certainly true,Not true,Not true,Not true,Sort of true,Sort of true,Certainly true,Not true,Not true,Sort of true,Certainly true,Not true,Sort of true,Not true,Sort of true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seldom,Sometimes,Never,Sometimes,Never,Often,Always,Sometimes,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not at all worried,6,3,4,5,I get extremely worried about it,5,9,4,6,NA,Not at all worried,3,2,9,I get extremely worried about it,Not at all worried,4,I get extremely worried about it,Not at all worried,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES!!,NA,NO!!,no,yes,NA,NA,NA,NA,NA,Yes,No,Yes,No,Yes,NO!!,YES!!,NO!!,NO!!,YES!!,Yes,No,No,Yes,Yes,No,Yes,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not true at all,Hardly ever true,Sometimes true,True most of the time,Hardly ever true,NA,Not true at all,Always true,Always true,Always true,Not true at all,Not true at all,Always true,Not true at all,Not true at all,Sometimes true,Not true at all,Not true at all,Not true at all,Not true at all,Not true at all,Always true,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2
2239,2239,10166,Sort of true,Not true,Not true,Not true,Certainly true,Not true,Not true,Certainly true,Not true,Not true,Certainly true,Not true,Not true,Sort of true,Sort of true,Not true,Sort of true,Not true,Certainly true,Sort of true,Not true,Not true,Not true,Certainly true,Sort of true,Not true,Certainly true,Not true,Not true,Sort of true,Not true,Not true,Sort of true,Sort of true,Not true,Not true,Not true,Certainly true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Often,Often,Always,Always,Sometimes,Often,Often,Sometimes,NA,NA,NA,NA,No,Not at all worried,Not at all worried,2,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,3,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,Not at all worried,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES!!,no,NA,yes,no,NA,NA,NA,NA,NA,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,NO!!,Yes,No,Yes,NO!!,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,True most of the time,Hardly ever true,Always true,Not true at all,True most of the time,Not true at all,Always true,Not true at all,Not true at all,Always true,Not true at all,Not true at all,Not true at all,Not true at all,True most of the time,Always true,Not true at all,Not true at all,Always true,Not true at all,Not true at all,True most of the time,NA,NA,NA,NA,NA,NA,NA,5,5,NA,5
